word,type
apolitical,s
apollo,n
apologetic,a
apologetically,r
apologia,n
apologies,n
apologise,v
apologised,v
apologises,v
apologising,v
apologist,n
apologists,n
apology,n
apoplectic,a
apoplexy,n
apostasy,n
apostate,n
apostates,n
apostle,n
apostles,n
apostolate,
apostolic,a
apostrophe,n
apostrophes,n
apostrophised,v
apothecaries,n
apothecary,n
apotheosis,n
appal,v
appalled,v
appalling,n
appallingly,r
appals,v
apparatchik,n
apparatchiks,n
apparatus,n
apparatuses,n
apparel,n
apparelled,
apparent,s
apparently,r
apparition,n
apparitions,n
appeal,n
appealed,v
appealing,v
appealingly,r
appeals,n
appear,v
appearance,n
appearances,n
appeared,v
appearing,n
appears,v
appease,v
appeased,v
appeasement,n
appeaser,n
appeasers,n
appeases,v
appeasing,v
appellant,n
appellants,n
appellate,a
appellation,n
appellations,n
append,v
appendage,n
appendages,n
appended,v
appendices,n
appendicitis,n
appending,v
appendix,n
appends,v
appertain,v
appertained,v
appertaining,v
appetiser,n
appetising,a
appetite,n
appetites,n
applaud,v
applauded,v
applauding,v
applauds,v
applause,n
apple,n
applecart,n
applepie,
apples,n
applet,n
appliance,n
appliances,n
applicability,n
applicable,s
applicant,n
applicants,n
application,n
applications,n
applicative,s
applicator,n
applicators,n
applied,v
applier,n
applies,v
applique,n
apply,v
applying,v
appoint,v
appointed,v
appointee,n
appointees,n
appointing,v
appointment,n
appointments,n
appoints,v
apportion,v
apportioned,v
apportioning,n
apportionment,n
apportions,v
apposite,s
apposition,n
appraisal,n
appraisals,n
appraise,v
appraised,v
appraisees,v
appraiser,n
appraisers,n
appraises,v
appraising,v
appraisingly,
appreciable,s
appreciably,r
appreciate,v
appreciated,v
appreciates,v
appreciating,v
appreciation,n
appreciations,n
appreciative,s
appreciatively,r
apprehend,v
apprehended,v
apprehending,v
apprehends,v
apprehension,n
apprehensions,n
apprehensive,s
apprehensively,r
apprentice,n
apprenticed,v
apprentices,n
apprenticeship,n
apprenticeships,n
apprise,v
apprised,v
apprising,v
appro,n
approach,n
approachability,n
approachable,s
approached,v
approaches,n
approaching,n
approbation,n
appropriate,v
appropriated,v
appropriately,r
appropriateness,n
appropriates,v
appropriating,v
appropriation,n
appropriations,n
approval,n
approvals,n
approve,v
approved,v
approves,v
approving,n
approvingly,r
approximate,v
approximated,v
approximately,r
approximates,v
approximating,v
approximation,n
approximations,n
apricot,n
apricots,n
april,n
apriori,
apron,n
aprons,n
apropos,a
apse,n
apses,n
apsis,n
apt,s
aptest,s
aptitude,n
aptitudes,n
aptly,r
aptness,n
aqua,n
aqualung,n
aquamarine,n
aquanaut,n
aquaria,n
aquarium,n
aquariums,n
aquatic,n
aquatics,n
aqueduct,n
aqueducts,n
aqueous,a
aquifer,n
aquifers,n
aquiline,s
arab,n
arabesque,n
arabesques,n
arabia,n
arabian,n
arabians,n
arabic,n
arable,s
arabs,n
arachnid,n
arachnids,n
arachnoid,n
arachnophobia,n
arak,n
araks,n
ararat,n
arbiter,n
arbiters,n
arbitrage,n
arbitrageur,n
arbitrageurs,n
arbitral,a
arbitrarily,r
arbitrariness,n
arbitrary,a
arbitrate,v
arbitrated,v
arbitrates,v
arbitrating,v
arbitration,n
arbitrations,n
arbitrator,n
arbitrators,n
arbor,n
arboreal,a
arboretum,n
arbour,n
arc,n
arcade,n
arcades,n
arcadia,n
arcading,
arcana,n
arcane,s
arcanely,
arcaneness,
arced,v
arch,n
archaeological,a
archaeologically,
archaeologist,n
archaeologists,n
archaeology,n
archaeopteryx,n
archaic,s
archaism,n
archaisms,n
archangel,n
archangels,n
archbishop,n
archbishops,n
archdeacon,n
archdeaconry,n
archdeacons,n
archdiocese,n
archduke,n
archdukes,n
arched,v
archenemies,
archenemy,
archer,n
archers,n
archery,n
arches,n
archetypal,s
archetype,n
archetypes,n
archetypical,s
arching,v
archipelago,n
architect,n
architectonic,a
architects,n
architectural,a
architecturally,r
architecture,n
architectures,n
architrave,n
architraves,n
archival,a
archive,n
archived,v
archives,n
archiving,v
archivist,n
archivists,n
archly,r
archness,n
archway,n
archways,n
arcing,v
arcs,n
arctic,n
ardency,
ardent,s
ardently,r
ardour,n
arduous,s
are,n
area,n
areal,a
areas,n
arena,n
arenas,n
arent,
argent,n
argon,n
argot,n
arguable,s
arguably,r
argue,v
argued,v
arguer,n
arguers,n
argues,v
arguing,n
argument,n
argumentation,n
argumentative,a
argumentatively,r
arguments,n
argus,n
aria,n
arias,n
arid,s
aridity,n
aridness,n
aright,r
arise,v
arisen,v
arises,v
arising,v
aristocracies,n
aristocracy,n
aristocrat,n
aristocratic,s
aristocrats,n
arithmetic,n
arithmetical,a
arithmetically,r
arizona,n
ark,n
arkansas,n
arks,n
arm,n
armada,n
armadas,n
armadillo,n
armament,n
armaments,n
armature,n
armatures,n
armband,n
armbands,n
armchair,n
armchairs,n
armed,v
armenia,n
armful,n
armfuls,n
armhole,n
armholes,n
armies,n
arming,n
armistice,n
armless,a
armlet,n
armlets,n
armour,n
armoured,v
armourer,n
armourers,n
armouries,n
armourplated,
armoury,n
armpit,n
armpits,n
armrest,n
arms,n
army,n
aroma,n
aromas,n
aromatherapist,
aromatherapy,n
aromatic,a
aromaticity,
aromatics,
arose,v
around,r
arousal,n
arousals,n
arouse,v
aroused,v
arouses,v
arousing,v
arrange,v
arrangeable,
arranged,v
arrangement,n
arrangements,n
arranger,n
arranges,v
arranging,n
arrant,s
arrases,n
array,n
arrayed,v
arraying,v
arrays,n
arrears,n
arrest,n
arrestable,
arrested,v
arrester,n
arresting,v
arrests,n
arrhythmia,n
arrival,n
arrivals,n
arrive,v
arrived,v
arriver,n
arrives,v
arriving,v
arrogance,n
arrogant,s
arrogantly,r
arrow,n
arrowed,
arrowhead,n
arrowheads,n
arrowing,
arrowroot,n
arrows,n
arsenal,n
arsenals,n
arsenic,n
arsenide,n
arson,n
arsonist,n
arsonists,n
art,n
artefact,n
artefacts,n
artefactual,a
arterial,a
arteries,n
artery,n
artful,a
artfully,r
artfulness,n
arthritic,n
arthritis,n
arthropod,n
arthropods,n
arthur,n
artichoke,n
artichokes,n
article,n
articled,v
articles,n
articulacy,
articular,a
articulate,v
articulated,v
articulately,r
articulates,v
articulating,v
articulation,n
articulations,n
articulatory,a
artier,s
artifice,n
artificial,a
artificiality,n
artificially,r
artillery,n
artisan,n
artisans,n
artist,n
artiste,n
artistes,n
artistic,a
artistically,r
artistry,n
artists,n
artless,a
artlessly,r
artlessness,n
arts,n
artwork,n
artworks,n
arty,s
arum,n
as,n
asbestos,n
asbestosis,n
ascend,v
ascendancy,n
ascendant,n
ascended,v
ascendency,n
ascender,n
ascending,n
ascends,v
ascension,n
ascensions,n
ascent,n
ascents,n
ascertain,v
ascertainable,s
ascertained,v
ascertaining,v
ascertainment,
ascertains,v
ascetic,n
asceticism,n
ascetics,n
ascorbic,
ascribable,s
ascribe,v
ascribed,v
ascribes,v
ascribing,v
ascription,n
ascriptions,n
aseptic,s
asexual,a
ash,n
ashamed,a
ashamedly,r
ashbin,n
ashbins,n
ashcans,n
ashen,s
ashes,n
ashore,r
ashtray,n
ashtrays,n
ashy,s
asia,n
asian,n
asians,n
asiatic,n
aside,n
asides,n
asinine,s
ask,v
askance,s
asked,v
askers,n
askew,s
asking,n
asks,v
aslant,s
asleep,a
asocial,s
asp,n
asparagus,n
aspect,n
aspects,n
asperity,n
aspersion,n
aspersions,n
asphalt,n
asphyxia,n
asphyxiate,v
asphyxiated,v
asphyxiation,n
aspic,n
aspidistra,n
aspirant,n
aspirants,n
aspirate,n
aspirated,v
aspirates,n
aspirating,v
aspiration,n
aspirational,
aspirations,n
aspirators,n
aspire,v
aspired,v
aspires,v
aspirin,n
aspiring,v
aspirins,n
asps,n
ass,n
assail,v
assailable,s
assailant,n
assailants,n
assailed,v
assailing,v
assails,v
assassin,n
assassinate,v
assassinated,v
assassinating,v
assassination,n
assassinations,n
assassins,n
assault,n
assaulted,v
assaulting,v
assaults,n
assay,n
assayed,v
assayer,n
assays,n
assegai,n
assegais,n
assemblage,n
assemblages,n
assemble,v
assembled,v
assembler,n
assemblers,n
assembles,v
assemblies,n
assembling,n
assembly,n
assent,n
assented,v
assenting,n
assents,n
assert,v
asserted,v
asserting,v
assertion,n
assertions,n
assertive,a
assertively,r
assertiveness,n
asserts,v
asses,n
assess,n
assessable,s
assessed,v
assesses,n
assessing,v
assessment,n
assessments,n
assessor,n
assessors,n
asset,n
assets,n
assiduity,n
assiduous,s
assiduously,r
assign,v
assignable,s
assignation,n
assignations,n
assigned,v
assignees,n
assigner,
assigning,n
assignment,n
assignments,n
assigns,v
assimilable,s
assimilate,v
assimilated,v
assimilates,v
assimilating,v
assimilation,n
assist,n
assistance,n
assistant,n
assistants,n
assisted,v
assisting,v
assists,n
assizes,n
associate,n
associated,v
associates,n
associateship,n
associating,v
association,n
associational,a
associations,n
associative,a
associatively,
associativity,
assonance,n
assort,v
assorted,v
assortment,n
assortments,n
assuage,v
assuaged,v
assuages,v
assuaging,v
assume,v
assumed,v
assumes,v
assuming,v
assumption,n
assumptions,n
assurance,n
assurances,n
assure,v
assured,v
assuredly,r
assures,v
assuring,v
assyria,n
assyrian,n
aster,n
asterisk,n
asterisked,v
asterisks,n
astern,r
asteroid,n
asteroids,n
asters,n
asthma,n
asthmatic,n
asthmatics,n
astigmatic,a
astigmatism,n
astir,s
astonish,v
astonished,v
astonishes,v
astonishing,v
astonishingly,r
astonishment,n
astound,v
astounded,v
astounding,v
astoundingly,
astounds,v
astraddle,r
astral,a
astrally,
astray,r
astride,r
astringent,n
astrolabe,n
astrolabes,n
astrologer,n
astrologers,n
astrological,a
astrology,n
astronaut,n
astronautical,a
astronautics,n
astronauts,n
astronomer,n
astronomers,n
astronomic,a
astronomical,a
astronomically,r
astronomy,n
astrophysical,a
astrophysicist,n
astrophysicists,n
astrophysics,n
astute,s
astutely,r
astuteness,n
asunder,s
aswan,n
asylum,n
asylums,n
asymmetric,a
asymmetrical,a
asymmetrically,r
asymmetries,n
asymmetry,n
asymptomatic,s
asymptote,n
asymptotes,n
asymptotic,a
asymptotically,r
asynchronous,a
asynchronously,
at,n
atavism,n
atavistic,s
ate,n
atelier,n
atheism,n
atheist,n
atheistic,s
atheistically,
atheists,n
athena,n
athens,n
atherosclerosis,n
athlete,n
athletes,n
athletic,a
athletically,
athleticism,n
athletics,n
atlanta,n
atlantic,n
atlantis,n
atlas,n
atlases,n
atmosphere,n
atmospheres,n
atmospheric,a
atmospherically,
atmospherics,n
atoll,n
atolls,n
atom,n
atombomb,
atomic,a
atomically,
atomicity,
atomisation,n
atomised,v
atomistic,a
atoms,n
atonal,a
atonality,n
atone,v
atoned,v
atonement,n
atones,v
atonic,a
atoning,v
atop,r
atrial,a
atrium,n
atrocious,s
atrociously,r
atrocities,n
atrocity,n
atrophied,v
atrophies,n
atrophy,n
atrophying,v
atropine,n
attach,v
attachable,a
attache,n
attached,v
attaches,n
attaching,v
attachment,n
attachments,n
attack,n
attacked,v
attacker,n
attackers,n
attacking,v
attacks,n
attain,v
attainable,s
attained,v
attaining,v
attainment,n
attainments,n
attains,v
attempt,n
attempted,v
attempting,v
attempts,n
attend,v
attendance,n
attendances,n
attendant,n
attendants,n
attended,v
attendees,n
attender,n
attenders,n
attending,n
attends,v
attention,n
attentional,a
attentions,n
attentive,a
attentively,r
attentiveness,n
attenuate,v
attenuated,v
attenuates,v
attenuating,v
attenuation,n
attenuator,n
attenuators,n
attest,v
attestation,n
attested,v
attesting,v
attests,v
attic,n
attics,n
attila,n
attire,n
attired,v
attiring,v
attitude,n
attitudes,n
attitudinal,a
attorney,n
attorneys,n
attract,v
attracted,v
attracting,v
attraction,n
attractions,n
attractive,a
attractively,r
attractiveness,n
attractor,n
attractors,n
attracts,v
attributable,a
attribute,n
attributed,v
attributes,n
attributing,v
attribution,n
attributions,n
attributive,a
attrition,n
attritional,a
attune,v
attuned,v
atypical,a
atypically,r
aubergine,n
aubergines,n
auburn,s
auction,n
auctioned,v
auctioneer,n
auctioneers,n
auctioning,v
auctions,n
audacious,s
audaciously,r
audacity,n
audibility,n
audible,n
audibly,r
audience,n
audiences,n
audio,n
audiovisual,n
audit,n
audited,v
auditing,v
audition,n
auditioned,v
auditioning,v
auditions,n
auditive,a
auditor,n
auditorium,n
auditors,n
auditory,a
audits,n
auger,n
augers,n
augite,n
augment,v
augmentation,n
augmentations,n
augmented,v
augmenting,v
augments,v
augur,n
augured,v
augurs,n
augury,n
august,n
augustus,n
auk,n
auks,n
aunt,n
auntie,n
aunties,n
aunts,n
aupair,
aupairs,
aura,n
aural,a
aurally,r
auras,n
aurevoir,
auric,a
auriculas,n
aurora,n
aurorae,n
auroral,a
auroras,n
auspice,n
auspices,n
auspicious,a
auspiciously,r
aussie,n
aussies,n
austere,s
austerely,r
austerity,n
austral,n
australian,n
austria,n
autarchy,n
auteur,n
authentic,s
authentically,r
authenticate,v
authenticated,v
authenticates,v
authenticating,v
authentication,n
authenticator,n
authenticators,n
authenticity,n
author,n
authored,v
authoress,n
authorial,a
authoring,v
authorisation,n
authorisations,n
authorise,v
authorised,v
authorises,v
authorising,v
authoritarian,n
authoritarianism,n
authoritarians,n
authoritative,s
authoritatively,r
authorities,n
authority,n
authors,n
authorship,n
autism,n
autistic,s
auto,n
autobahn,n
autobahns,n
autobiographical,a
autobiographically,
autobiographies,n
autobiography,n
autocracies,n
autocracy,n
autocrat,n
autocratic,s
autocratically,r
autocrats,n
autocue,n
autograph,n
autographed,v
autographing,v
autographs,n
autoignition,
autoimmune,a
automat,n
automata,n
automate,v
automated,v
automates,v
automatic,n
automatically,r
automatics,n
automating,v
automation,n
automaton,n
automats,n
automobile,n
automorphism,
automorphisms,
automotive,a
autonomic,s
autonomous,s
autonomously,
autonomy,n
autopilot,n
autopsies,n
autopsy,n
autosuggestion,n
autumn,n
autumnal,a
autumns,n
auxiliaries,n
auxiliary,n
avail,n
availabilities,n
availability,n
available,a
availed,v
availing,v
avails,n
avalanche,n
avalanches,n
avalanching,v
avantgarde,
avarice,n
avaricious,s
avariciousness,n
ave,
avenge,v
avenged,v
avenger,n
avengers,n
avenges,v
avenging,v
avens,n
avenue,n
avenues,n
aver,v
average,n
averaged,v
averagely,
averages,n
averaging,v
averred,v
averring,v
avers,v
averse,s
aversion,n
aversions,n
aversive,a
avert,v
averted,v
averting,n
averts,v
avian,a
aviaries,n
aviary,n
aviate,v
aviation,n
aviator,n
aviators,n
avid,s
avidity,n
avidly,r
avionics,n
avocado,n
avoid,v
avoidable,a
avoidance,n
avoided,v
avoiding,v
avoids,v
avoirdupois,n
avow,v
avowal,n
avowals,n
avowed,v
avowedly,r
avowing,v
avulsion,n
avuncular,a
await,v
awaited,v
awaiting,v
awaits,v
awake,v
awaken,v
awakened,v
awakening,n
awakenings,n
awakens,v
awakes,v
awaking,v
award,n
awarded,v
awarding,n
awards,n
aware,a
awareness,n
awash,s
away,s
awe,n
awed,v
aweless,s
awesome,s
awesomely,
awesomeness,
awestruck,a
awful,s
awfully,r
awfulness,n
awhile,r
awkward,s
awkwardest,s
awkwardly,r
awkwardness,n
awls,n
awn,n
awning,n
awnings,n
awoke,v
awoken,v
awol,n
awry,s
axe,n
axed,v
axehead,
axeheads,
axeman,
axes,n
axial,a
axially,r
axillary,a
axing,v
axiom,n
axiomatic,s
axiomatically,r
axiomatising,
axioms,n
axis,n
axle,n
axles,n
axolotl,n
axon,n
axons,n
aye,
ayurvedic,
azalea,n
azaleas,n
azimuth,n
azimuthal,a
azores,n
aztec,n
aztecs,n
azure,n
baa,n
baaing,v
baal,n
babas,n
babble,n
babbled,v
babbler,n
babblers,n
babbles,n
babbling,n
babe,n
babel,n
babes,n
babies,n
baboon,n
baboons,n
baby,n
babyface,
babyhood,n
babying,v
babyish,s
babylon,n
babysit,
babysitter,n
babysitters,n
babysitting,n
baccarat,n
bacchus,n
bach,n
bachelor,n
bachelors,n
bacilli,n
bacillus,n
back,n
backache,n
backbench,n
backbencher,n
backbenchers,n
backbone,n
backbones,n
backchat,n
backdate,v
backdated,v
backdrop,n
backed,v
backer,n
backers,n
backfire,n
backfired,v
backfires,n
backfiring,v
backgammon,n
background,n
backgrounds,n
backhand,n
backhanded,v
backing,n
backlash,n
backless,a
backlight,
backlit,
backlog,n
backlogs,n
backpack,n
backpacker,n
backpackers,n
backpacking,n
backpacks,n
backpedal,v
backpedalled,
backpedalling,
backrest,n
backs,n
backseat,n
backside,n
backsides,n
backslapping,
backslash,
backsliding,n
backspace,n
backspaces,n
backspacing,v
backstabbing,
backstage,n
backstairs,n
backstreet,
backstreets,
backstroke,n
backtrack,v
backtracked,v
backtracking,v
backtracks,v
backup,n
backups,n
backward,a
backwardness,n
backwards,r
backwash,n
backwater,n
backwaters,n
backwoods,n
backwoodsmen,n
backyard,n
bacon,n
bacteria,n
bacterial,a
bactericidal,s
bacteriological,a
bacteriologist,n
bacteriologists,n
bacteriology,n
bacteriophage,n
bacterium,n
bad,n
baddy,
bade,n
bader,a
badge,n
badged,v
badger,n
badgered,v
badgering,n
badgers,n
badges,n
badinage,n
badlands,n
badly,r
badminton,n
badness,n
badtempered,
baffle,n
baffled,n
bafflement,n
baffler,
baffles,n
baffling,v
bafflingly,
bag,n
bagatelle,n
bagdad,n
bagels,n
bagful,n
bagfuls,n
baggage,n
baggages,n
bagged,v
bagger,n
baggier,s
baggiest,s
bagging,n
baggy,s
baghdad,n
bagman,n
bagmen,n
bagpipe,n
bagpiper,n
bagpipes,n
bags,n
baguette,n
baguettes,n
bah,
bahamas,n
bail,n
bailed,v
bailiff,n
bailiffs,n
bailing,v
bailiwick,n
bailout,
bails,n
bait,n
baited,v
baiters,
baiting,n
baitings,n
baits,n
bake,v
baked,v
bakehouse,n
baker,n
bakeries,n
bakers,n
bakery,n
bakes,v
baking,n
bakings,n
baklavas,n
balaclava,n
balaclavas,n
balalaika,n
balance,n
balanced,v
balancer,n
balances,n
balancing,n
balconies,n
balcony,n
bald,v
balder,n
balderdash,n
baldest,s
balding,v
baldly,r
baldness,n
baldy,n
bale,n
baled,v
baleen,n
baleful,s
balefully,r
bales,n
bali,n
baling,v
ball,n
ballad,n
ballade,n
ballades,n
ballads,n
ballast,n
ballasts,n
ballbearing,
ballbearings,
ballerina,n
ballerinas,n
ballet,n
balletic,a
ballets,n
ballistic,a
ballistics,n
balloon,n
ballooned,v
ballooning,n
balloonist,n
balloonists,n
balloons,n
ballot,n
balloted,v
balloting,n
ballots,n
ballpen,n
ballpens,n
ballpoint,n
ballroom,n
ballrooms,n
balls,n
ballyhoo,n
balm,n
balmier,s
balmiest,s
balmoral,n
balms,n
balmy,s
baloney,n
balsa,n
balsam,n
baltic,n
baluster,n
balusters,n
balustrade,n
balustraded,
balustrades,n
bambino,n
bamboo,n
bamboos,n
bamboozle,v
bamboozled,v
bamboozles,v
ban,n
banal,s
banalities,n
banality,n
banana,n
bananas,n
band,n
bandage,n
bandaged,v
bandages,n
bandaging,n
bandanna,n
banded,v
bandied,v
bandier,s
bandiest,s
banding,n
bandit,n
banditry,n
bandits,n
bandpass,
bands,n
bandstand,n
bandwagon,n
bandwagons,n
bandwidth,n
bandwidths,n
bane,n
bang,n
banged,v
banger,n
bangers,n
banging,n
bangkok,n
bangle,n
bangles,n
bangs,n
banish,v
banished,v
banishes,v
banishing,v
banishment,n
banister,n
banisters,n
banjo,n
bank,n
bankable,s
banked,v
banker,n
bankers,n
banking,n
banknote,n
banknotes,n
bankrupt,n
bankruptcies,n
bankruptcy,n
bankrupted,v
bankrupting,v
bankrupts,n
banks,n
banned,v
banner,n
banners,n
banning,n
bannister,n
bannisters,n
banns,n
banquet,n
banqueting,n
banquets,n
bans,n
banshee,n
banshees,n
bantam,n
bantams,n
bantamweight,n
banter,n
bantered,v
bantering,v
baobab,n
baobabs,n
bap,n
baptise,v
baptised,v
baptises,v
baptising,v
baptism,n
baptismal,a
baptisms,n
baptist,n
baptists,n
bar,n
barb,n
barbarian,n
barbarians,n
barbaric,s
barbarically,
barbarism,n
barbarities,n
barbarity,n
barbarous,s
barbarously,r
barbecue,n
barbecued,v
barbecues,n
barbed,v
barbell,n
barbels,n
barber,n
barbers,n
barbie,
barbiturate,n
barbiturates,n
barbs,n
barcode,
bard,n
bards,n
bare,v
bareback,s
bared,v
barefaced,s
barefoot,s
barefooted,s
barely,r
bareness,n
barer,s
bares,v
barest,s
bargain,n
bargained,v
bargainers,n
bargaining,n
bargains,n
barge,n
barged,v
bargepole,
barges,n
barging,v
baring,n
baritone,n
baritones,n
barium,n
bark,n
barked,v
barker,n
barkers,n
barking,v
barks,n
barky,s
barley,n
barleycorn,n
barleycorns,n
barmaid,n
barmaids,n
barman,n
barmen,n
barn,n
barnacle,n
barnacles,n
barns,n
barnstorming,v
barnyard,n
barometer,n
barometers,n
barometric,a
baron,n
baronage,n
baroness,n
baronesses,n
baronet,n
baronets,n
baronial,s
baronies,n
barons,n
barony,n
baroque,n
barrack,n
barracking,n
barracks,n
barracuda,n
barrage,n
barrages,n
barre,
barred,v
barrel,n
barrelled,v
barrels,n
barren,n
barrenness,n
barricade,n
barricaded,v
barricades,n
barrier,n
barriers,n
barring,n
barrister,n
barristers,n
barrow,n
barrows,n
bars,n
bart,n
bartender,n
barter,n
bartered,v
barterer,n
bartering,v
basal,a
basalt,n
basaltic,a
basalts,n
base,n
baseball,n
baseballs,n
based,v
baseless,s
baseline,n
baselines,n
basely,r
basement,n
basements,n
baseness,n
baser,s
bases,n
basest,s
bash,n
bashed,v
bashes,n
bashful,s
bashfully,r
bashfulness,n
bashing,v
basic,n
basically,r
basics,n
basify,v
basil,n
basilica,n
basilicas,n
basilisk,n
basilisks,n
